name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
"Buckley Farm, Barn 1 - Uk36588","Located in Oswestry in the Shropshire region, Buckley Farm, Barn 1 - Uk36588 provides accommodation with free WiFi and free private parking.",Oswestry,,,Oswestry,Shropshire,SY4 1BU,UK,,,,,SY4,Holiday home,,Entire Home
Pass the Keys Cosy and romantic barn with countryside views,"Offering a garden and garden view, Pass the Keys Cosy and romantic barn with countryside views is situated in Shrewsbury, 33 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BW,UK,,,,,SY3,Holiday home,,Entire Home
"Pass the Keys Charming 2 bedroom town house, perfectly located","Pass the Keys Charming 2 bedroom town house, perfectly located is set in Shrewsbury, 27 km from Telford International Centre, 400 metres from Shrewsbury...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1NQ,UK,,,,,SY1,Holiday home,,Entire Home
The Bucks Head Hotel,"Situated in Church Stretton, The Bucks Head Hotel is 29 km from Ironbridge Gorge and features various facilities, such as a garden, a restaurant and a bar.",42 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Hotel,,
EASTRIDGE GLAMPING,"Featuring a garden and views of garden, EASTRIDGE GLAMPING is a recently renovated chalet located in Shrewsbury, 38 km from Ironbridge Gorge.",Eastridge Glamping,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Chalet,Hosted by Deborah Pinches,Houses
Old Coach House,"Situated in Shrawardine in the Shropshire region, Old Coach House features accommodation with free WiFi and free private parking.",Shrawardine,,,Shrawardine,Shropshire,SY4 1AH,UK,,,,,SY4,Holiday home,,Entire Home
The Little Dingle,"The Little Dingle is set in Church Stretton, 38 km from Telford International Centre, 16 km from Shrewsbury Cathedral, as well as 18 km from Stokesay...",Church Stretton,,,Church Stretton,Shropshire,SY6 6LU,UK,,,,,SY6,Holiday home,,Entire Home
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire Home
Station House,"Station House, a property with a garden, is situated in Shrewsbury, 7.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,,Entire Home
Mountain Edge Resort Mega pod 1,"Boasting a hot tub, Mountain Edge Resort Mega pod 1 is located in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
The Brewhouse,"Situated in Church Stretton in the Shropshire region, The Brewhouse features accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PS,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Unique charming and peaceful countryside lodge,"Set in Shrewsbury in the Shropshire region, Pass the Keys Unique charming and peaceful countryside lodge offers accommodation with free WiFi and free...",Shrewsbury,,,Shrewsbury,Shropshire,SY4 4EE,UK,,,,,SY4,Holiday home,,Entire Home
Pass the Keys Stylish modern 2 bedroom townhouse with parking,"Set 27 km from Ironbridge Gorge, Pass the Keys Stylish modern 2 bedroom townhouse with parking offers accommodation with free WiFi and free private...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 9FN,UK,,,,,SY3,Holiday home,,Entire Home
Comfy Modern 2 Bedroom Duplex Apartment with Sun Terrace,"Comfy Modern 2 Bedroom Duplex Apartment with Sun Terrace is situated in Shrewsbury, 27 km from Telford International Centre, 700 metres from Shrewsbury...",19 Mardol,,,Shrewsbury,Shropshire,SY1 1PU,UK,,,,,SY1,Apartment,,Entire Apartment
Cul-de-sac Creations,"Offering a garden, a terrace and free WiFi, Cul-de-sac Creations is a recently renovated apartment 25 km from Telford International Centre and 27 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 3JL,UK,,,,,SY1,Apartment,,Entire Apartment
Willow View,"Willow View is located in Shrewsbury, 27 km from Telford International Centre, 1.3 km from Shrewsbury Cathedral, as well as 8.9 km from Attingham Park.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,,Entire Home
Ravelstone,"Located in Church Stretton in the Shropshire region, Ravelstone features a patio.",5 Shrewsbury Road,,,Church Stretton,Shropshire,SY6 6JA,UK,,,,,SY6,Holiday home,,Entire Home
"Finest Retreats - Shropshire Cottage, 2 bedrooms, sleeps 3","Finest Retreats - Shropshire Cottage, 2 bedrooms, sleeps 3, a property with a garden, is located in Marchamley, 28 km from Telford International Centre, 33...",Eastlands White Hous,,,Marchamley,Shropshire,SY4 5LE,UK,,,,,SY4,Holiday home,,Entire Home
Stables Wem,"Stables Wem, a property with a garden, is situated in Wem, 42 km from Ironbridge Gorge, 45 km from Trentham Gardens, as well as 47 km from Chester...",20 Wemsbrook Road,,,Wem,Shropshire,SY4 5AH,UK,,,,,SY4,Apartment,,Entire Apartment
Luna Holiday Pod,"Situated 42 km from Ironbridge Gorge, Luna Holiday Pod features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0NS,UK,,,,,SY5,Holiday home,,Entire Home
The Bucks Head Hotel,"Situated in Church Stretton, The Bucks Head Hotel is 29 km from Ironbridge Gorge and features various facilities, such as a garden, a restaurant and a bar.",42 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Hotel,,
Callow Lodge 5,"Boasting a sauna, Callow Lodge 5 is set in Hadnall. Featuring free private parking, the 5-star holiday home is 26 km from Telford International Centre.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Eastridge Glamping - Camping Pods,"Situated within 38 km of Ironbridge Gorge and 39 km of Telford International Centre in Shrewsbury, Eastridge Glamping - Camping Pods features accommodation...",Habberley Road,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
Luxury Mary's Croft with Swedish Hot tub and BBQ HUT,"Set in Shrewsbury, Luxury Mary's Croft with Swedish Hot tub and BBQ HUT offers accommodation with private pool, free WiFi and free private parking for...",sy5 8dh,,,Shrewsbury,Shropshire,SY5 8DH,UK,,,,,SY5,Holiday home,Hosted by Michelle and Neil look forward to you experiencing a peaceful and tranquil time.,Entire Home
St Julians Place,"Located in Shrewsbury, St Julians Place is a recently renovated accommodation, 24 km from Ironbridge Gorge and 25 km from Telford International Centre.",St Julians Crescent,,,Shrewsbury,Shropshire,SY1 1UD,UK,,,,,SY1,Holiday home,,Entire Home
Hilltop Hut,"Offering a garden and quiet street view, Hilltop Hut is situated in Church Stretton, 13 km from Stokesay Castle and 22 km from Shrewsbury Cathedral.",133 Watling Street South,,,Church Stretton,Shropshire,SY6 7BJ,UK,,,,,SY6,Luxury tent,Hosted by Caroline and Tim Tarbuck,
"Pass the Keys Two bedroom Victoria Town house, easy walk of town","Pass the Keys Two bedroom Victoria Town house, easy walk of town, a property with a garden, is located in Shrewsbury, 25 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
Magnolia Cottage,"Offering a garden and garden view, Magnolia Cottage is located in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay Castle.",50 Watling Street South,,,Church Stretton,Shropshire,SY6 7BQ,UK,,,,,SY6,Holiday home,Hosted by Silvie & Mark Wright,Entire Home
The Shire Residence,"Set in Shrewsbury, 25 km from Ironbridge Gorge, The Shire Residence offers accommodation with a restaurant, free private parking and a bar.",The Shire Residence,,,Shrewsbury,Shropshire,SY3 8JY,UK,,,,,SY3,Hotel,,
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,,Entire Home
Magnolia Cottage,"Offering a garden and garden view, Magnolia Cottage is located in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay Castle.",50 Watling Street South,,,Church Stretton,Shropshire,SY6 7BQ,UK,,,,,SY6,Holiday home,Hosted by Silvie & Mark Wright,Entire Home
Eastridge Glamping - Camping Pods,"Situated within 38 km of Ironbridge Gorge and 39 km of Telford International Centre in Shrewsbury, Eastridge Glamping - Camping Pods features accommodation...",Habberley Road,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
Primrose,"Primrose, a property with a garden, is situated in Shrewsbury, 26 km from Telford International Centre, 1.5 km from Shrewsbury Cathedral, as well as 8.",3 Primrose Terrace St Michael’s Street,,,Shrewsbury,Shropshire,SY1 2EY,UK,,,,,SY1,Holiday home,Hosted by Mandy,Entire Home
Sunset Pod,"Situated in Shrewsbury in the Shropshire region, Sunset Pod features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0NS,UK,,,,,SY5,Holiday home,,Entire Home
The Barn,"Situated 24 km from Telford International Centre, The Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY4 4HG,UK,,,,,SY4,Holiday home,,Entire Home
Hillgate House,"Hillgate House, a property with a garden, is located in Bromlow, 23 km from Clun Castle, 25 km from Dolforwyn Castle, as well as 26 km from Shrewsbury...",Bromlow,,,Bromlow,Shropshire,SY5 0HJ,UK,,,,,SY5,Holiday home,,Entire Home
5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups...",Ellesmere Road,,,Shrewsbury,Shropshire,SY1 2PR,UK,,,,,SY1,Holiday home,,Entire Home
Personal En-suite,"Offering a garden and garden view, Personal En-suite is located in Shrewsbury, 30 km from Telford International Centre and 4.6 km from Shrewsbury...",12 Capel Close,,,Shrewsbury,Shropshire,SY3 8BZ,UK,,,,,SY3,Guest house,,
Farmhouse studio near Shrewsbury,"Offering a garden and mountain view, Farmhouse studio near Shrewsbury is situated in Shrewsbury, 37 km from Ironbridge Gorge and 48 km from Trentham...",Hill Farm,Clive,Shrewsbury Shopshire,Shrewsbury,Shropshire,SY4 5PX,UK,,,,,SY4,Bed and breakfast,Hosted by Louise Worthington,
THE COACHING BARNS,"THE COACHING BARNS is located in Shrewsbury, 39 km from Telford International Centre and 41 km from Ironbridge Gorge.",73a ASTON STREET WEM,,,Shrewsbury,Shropshire,SY4 5AU,UK,,,,,SY4,Motel,,
Callow Lodge 15,"Situated 26 km from Telford International Centre, Callow Lodge 15 features accommodation with free WiFi and free private parking.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
Lindens Annexe,"Set 43 km from Ironbridge Gorge, Lindens Annexe offers accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
High Bank,"Set in Pontesbury in the Shropshire region, High Bank offers accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0YE,UK,,,,,SY5,Holiday home,,Entire Home
Black Lion Barn Retreat,"Black Lion Barn Retreat, a property with a garden, is located in Shrewsbury, 19 km from Attingham Park, 29 km from Stokesay Castle, as well as 30 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8EA,UK,,,,,SY5,Holiday home,,Entire Home
Ravelstone,"Located in Church Stretton in the Shropshire region, Ravelstone features a patio.",5 Shrewsbury Road,,,Church Stretton,Shropshire,SY6 6JA,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Contemporary Apartment with Secure Parking,"Pass the Keys Contemporary Apartment with Secure Parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,,Entire Apartment
Comfy Modern 2 Bedroom Duplex Apartment with Sun Terrace,"Comfy Modern 2 Bedroom Duplex Apartment with Sun Terrace is situated in Shrewsbury, 27 km from Telford International Centre, 700 metres from Shrewsbury...",19 Mardol,,,Shrewsbury,Shropshire,SY1 1PU,UK,,,,,SY1,Apartment,,Entire Apartment
Personal En-suite,"Offering a garden and garden view, Personal En-suite is located in Shrewsbury, 30 km from Telford International Centre and 4.6 km from Shrewsbury...",12 Capel Close,,,Shrewsbury,Shropshire,SY3 8BZ,UK,,,,,SY3,Guest house,,
RHUBARB at Drapers Hall,"Located just 25 km from Ironbridge Gorge, RHUBARB at Drapers Hall features accommodation in Shrewsbury with access to a terrace, a bar, as well as a...",Rhubarb at Drapers Hall 10 St Marys Place,,,Shrewsbury,Shropshire,SY1 1DZ,UK,,,,,SY1,Bed and breakfast,,
Grove Farm Cottage,"Set in Condover in the Shropshire region, Grove Farm Cottage offers accommodation with free WiFi and free private parking.",Condover,,,Condover,Shropshire,SY5 7BH,UK,,,,,SY5,Holiday home,,Entire Home
Fair View,"Set in Shrewsbury and only 29 km from Telford International Centre, Fair View offers accommodation with quiet street views, free WiFi and free private...",28 Farmlodge Lane,,,Shrewsbury,Shropshire,SY1 3ST,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
Pass the Keys Cosy and romantic barn with countryside views,"Offering a garden and garden view, Pass the Keys Cosy and romantic barn with countryside views is situated in Shrewsbury, 33 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BW,UK,,,,,SY3,Holiday home,,Entire Home
The Highlands,"Set 29 km from Ironbridge Gorge, The Highlands offers accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 7AS,UK,,,,,SY6,Holiday home,,Entire Home
Family home close to Shrewsbury Town centre,"Family home close to Shrewsbury Town centre, a property with a garden, is set in Shrewsbury, 25 km from Telford International Centre, 50 km from...",Wilfred Owen Close,,,Shrewsbury,Shropshire,SY2 5BY,UK,,,,,SY2,Holiday home,Hosted by James & Anna,Entire Home
Ruth's Refresh,"Featuring country views, Ruth's Refresh is a modern chalet with a hot tub, around 15 km from Attingham Park.",Little Vinnals Bungalow Lower Common Longden,,,Shrewsbury,Shropshire,SY5 8HF,UK,,,,,SY5,Holiday home,,Entire Home
Piglets Place - E4300,"Situated 34 km from Ironbridge Gorge and 35 km from Telford International Centre in Cardeston, Piglets Place - E4300 offers accommodation with a kitchen.",Cardeston,,,Cardeston,Shropshire,SY5 0UY,UK,,,,,SY5,Holiday home,,Entire Home
Magnolia Cottage,"Offering a garden and garden view, Magnolia Cottage is located in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay Castle.",50 Watling Street South,,,Church Stretton,Shropshire,SY6 7BQ,UK,,,,,SY6,Holiday home,Hosted by Silvie & Mark Wright,Entire Home
The Garden House,"The Garden House is located in Shrewsbury, 29 km from Telford International Centre, 3.7 km from Shrewsbury Cathedral, and 11 km from Attingham Park.",47 Copthorne Park,,,Shrewsbury,Shropshire,SY3 8TH,UK,,,,,SY3,Apartment,Hosted by Mike Bazeley & Dawn Harrison,Entire Apartment
Fair Haven,"Located 24 km from Telford International Centre, Fair Haven provides accommodation with free WiFi and free private parking.",30 Montgomery Way,,,Shrewsbury,Shropshire,SY1 4SW,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
2 Bed in Shrewsbury 47795,"Set in Ryton and only 31 km from Ironbridge Gorge, 2 Bed in Shrewsbury 47795 offers accommodation with garden views, free WiFi and free private parking.","Ryton - The Old Milking Parlour
Ryton
Dorrington",,,Ryton,,SY5 7LW,UK,,,,,SY5,Holiday home,,Entire Home
The Carriage House,"The Carriage House is located in Shrewsbury, 27 km from Telford International Centre, less than 1 km from Shrewsbury Cathedral, and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1QD,UK,,,,,SY1,Holiday home,,Entire Home
Station House,"Station House, a property with a garden, is situated in Shrewsbury, 7.",The Moorlands,Condover,,Shrewsbury,Shropshire,SY5 7BS,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
Grafton Farm,"Boasting a hot tub, Grafton Farm is located in Loppington.",Loppington,,,Loppington,Shropshire,SY4 5SL,UK,,,,,SY4,Holiday home,,Entire Home
Simply Shrewsbury,"Situated in Bicton and only 30 km from Ironbridge Gorge, Simply Shrewsbury features accommodation with garden views, free WiFi and free private parking.",65 The Ridings,,,Bicton,Shropshire,SY3 5ET,UK,,,,,SY3,Holiday home,Hosted by Penny - Penelope Jane Property,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
Shepherds Hut at Lythwood,"Shepherds Hut at Lythwood, a property with a garden, is situated in Shrewsbury, 28 km from Telford International Centre, 6.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0AB,UK,,,,,SY3,Holiday home,,Entire Home
The Shire Residence,"Set in Shrewsbury, 25 km from Ironbridge Gorge, The Shire Residence offers accommodation with a restaurant, free private parking and a bar.",The Shire Residence,,,Shrewsbury,Shropshire,SY3 8JY,UK,,,,,SY3,Hotel,,
Ludwick Apartment,"Situated in Shrewsbury and only 23 km from Ironbridge Gorge, Ludwick Apartment features accommodation with garden views, free WiFi and free private...",129 Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AX,UK,,,,,SY2,Apartment,,Apartments
The shepherds hut,"Offering a terrace and garden view, The shepherds hut is situated in Shrewsbury, 32 km from Telford International Centre and 10 km from Shrewsbury...",Smallbatch cottage,Exfords green,longden,Shrewsbury,Shropshire,SY5 8HG,UK,,,,,SY5,Luxury tent,,
Beautiful modern townhouse,"Featuring garden views, Beautiful modern townhouse provides accommodation with a terrace, around 26 km from Telford International Centre.",20 Benyon Street,,,Shrewsbury,Shropshire,SY1 2JQ,UK,,,,,SY1,Holiday home,Hosted by Danny Budd,Entire Home
Cow'ouse,"Located 24 km from Telford International Centre, Cow'ouse provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY4 4HG,UK,,,,,SY4,Holiday home,,Entire Home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Ramblers retreat,"Featuring a hot tub, Ramblers retreat is set in Shrewsbury.",Stone house hope common minsterley,,,Shrewsbury,Shropshire,SY5 0HF,UK,,,,,SY5,Holiday home,Hosted by Nicola,Entire Home
Wisteria Cottages are self catering cottages in a beautiful village location,"Wisteria Cottages are self catering cottages in a beautiful village location features mountain views, free WiFi and free private parking, set in...",Wysteria House,,,Dorrington,Shropshire,SY5 7LS,UK,,,,,SY5,Apartment,,Apartments
Marine Terrace,"Marine Terrace, a property with a garden, is located in Shrewsbury, 50 km from Chillington Hall, 500 metres from Shrewsbury Cathedral, as well as 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1XQ,UK,,,,,SY1,Holiday home,,Entire Home
Ruth's Retreat,"Located in Shrewsbury in the Shropshire region and Ironbridge Gorge reachable within 31 km, Ruth's Retreat provides accommodation with free WiFi, BBQ...",Little Vinnals Bungalow Lower Common,Longden,,Shrewsbury,Shropshire,SY5 8HF,UK,,,,,SY5,Lodge,,
Riverdale,"Boasting a hot tub, Riverdale is situated in Shrewsbury. The 5-star holiday home is 25 km from Ironbridge Gorge.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5EE,UK,,,,,SY2,Holiday home,,Entire Home
Cul-de-sac Creations,"Offering a garden, a terrace and free WiFi, Cul-de-sac Creations is a recently renovated apartment 25 km from Telford International Centre and 27 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 3JL,UK,,,,,SY1,Apartment,,Entire Apartment
Riverside Cabins,"Set in Shrewsbury in the Shropshire region and Telford International Centre reachable within 43 km, Riverside Cabins offers accommodation with free WiFi,...",Riverside Cabins Stanwardine Lane,Wykey,Ruyton-XI-Towns,Shrewsbury,Shropshire,SY4 1HY,UK,,,,,SY4,Lodge,,
Cosy and quiet one bed barn conversion.,"Set 49 km from Telford International Centre, 10 km from Stokesay Castle and 22 km from Ludlow Castle, Cosy and quiet one bed barn conversion.",Hamperley Farm,,,Church Stretton,Shropshire,SY6 6PT,UK,,,,,SY6,Holiday home,Hosted by Chris & Kirsty,Entire Home
10 Bromleys Court,"Located in Church Stretton and only 28 km from Ironbridge Gorge, 10 Bromleys Court provides accommodation with quiet street views, free WiFi and free...",10 Bromleys Court Church Stretton,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Apartment,Hosted by Sarah Haddleton,Entire Apartment
Super Central - Quiet - 2 Bedroom Cottage,"Located in Shrewsbury in the Shropshire region, Super Central - Quiet - 2 Bedroom Cottage features a terrace.",14-15 High Street,,,Shrewsbury,Shropshire,SY1 1SP,UK,,,,,SY1,Holiday home,,Entire Home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
"Pass the Keys Two bedroom Victoria Town house, easy walk of town","Pass the Keys Two bedroom Victoria Town house, easy walk of town, a property with a garden, is located in Shrewsbury, 25 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
The Highlands,"Set 29 km from Ironbridge Gorge, The Highlands offers accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 7AS,UK,,,,,SY6,Holiday home,,Entire Home
Spenford House 1640 listed house Idilic Location pub walking distance,"Located in Shrewsbury and only 42 km from Telford International Centre, Spenford House 1640 listed house Idilic Location pub walking distance provides...",sy4 5ng,,,Shrewsbury,Shropshire,SY4 5NG,UK,,,,,SY4,Bed and breakfast,Hosted by Kerrie Griffin,
"""Wesley House"" Historic home in town Centre with Parking","Located in Shrewsbury, ""Wesley House"" Historic home in town Centre with Parking is a historic holiday home that provides free WiFi, and guests can enjoy a...",Wesley House 1 Fish Street Shrewsbury,,,Shrewsbury,Shropshire,SY1 1UR,UK,,,,,SY1,Holiday home,Hosted by Jo Henshaw founder and owner of Stayinshrewsbury.,Entire Home
Byre Cottage,"Byre Cottage, a property with barbecue facilities, is located in Nesscliffe, 14 km from Shrewsbury Cathedral, 17 km from Whittington Castle, as well as 21...",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1AX,UK,,,,,SY4,Holiday home,,Entire Home
1 Reabrook Place,"1 Reabrook Place, a property with a terrace, is located in Shrewsbury, 50 km from Chillington Hall, 700 metres from Shrewsbury Cathedral, as well as 7 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7BN,UK,,,,,SY3,Holiday home,,Entire Home
10 Bromleys Court,"Located in Church Stretton and only 28 km from Ironbridge Gorge, 10 Bromleys Court provides accommodation with quiet street views, free WiFi and free...",10 Bromleys Court Church Stretton,,,Church Stretton,Shropshire,SY6 7BE,UK,,,,,SY6,Apartment,Hosted by Sarah Haddleton,Entire Apartment
Abbey Foregate,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Abbey Foregate offers accommodation with free WiFi and free private parking.",Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,,Entire Home
The Old Three Pigeons,"Situated in Nesscliffe, in a historic building, 39 km from Ironbridge Gorge, The Old Three Pigeons is an apartment with a garden and terrace.",Nesscliffe,,,Nesscliffe,Shropshire,SY4 1DB,UK,,,,,SY4,Apartment,,Entire Apartment
1 Bed in Church Stretton 90929,"1 Bed in Church Stretton 90929 is set in All Stretton, 19 km from Stokesay Castle, 20 km from Attingham Park, as well as 30 km from Ludlow Castle.","The Pod
Brook House Farm
Lower Wood
All Stretton",,,All Stretton,Shropshire,SY6 6LF,UK,,,,,SY6,Holiday home,,Entire Home
Mountain Edge Resort Mega pod 3,"Boasting a hot tub, Mountain Edge Resort Mega pod 3 is set in Church Stretton.",Mountain Edge,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Holiday home,,Entire Home
Black Lion Barn Retreat,"Black Lion Barn Retreat, a property with a garden, is located in Shrewsbury, 19 km from Attingham Park, 29 km from Stokesay Castle, as well as 30 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8EA,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Shrewsbury Grade 2 Listed Black White Cottage,"Located in Shrewsbury in the Shropshire region, with Attingham Park nearby, Pass the Keys Shrewsbury Grade 2 Listed Black White Cottage provides...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 6QE,UK,,,,,SY5,Holiday home,,Entire Home
Abbey Foregate,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Abbey Foregate offers accommodation with free WiFi and free private parking.",Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,,Entire Home
Hilltop Hut,"Offering a garden and quiet street view, Hilltop Hut is situated in Church Stretton, 13 km from Stokesay Castle and 22 km from Shrewsbury Cathedral.",133 Watling Street South,,,Church Stretton,Shropshire,SY6 7BJ,UK,,,,,SY6,Luxury tent,Hosted by Caroline and Tim Tarbuck,
12A College Hill by Sleep Shrewsbury,12A College Hill is located in Shrewsbury. Free WiFi access is available in this holiday home.,12A College Hill,,,Shrewsbury,Shropshire,SY1 1LZ,UK,,,,,SY1,Holiday home,Hosted by Jeni P,Entire Home
Pass the Keys Town Location for Shrewsbury with 3 Bedrooms,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Town Location for Shrewsbury with 3 Bedrooms features a terrace.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,,Entire Home
Shire Cottage,"Located in Shrewsbury in the Shropshire region, Shire Cottage provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 8PW,UK,,,,,SY5,Holiday home,,Entire Home
Mountain Edge Resort,"Mountain Edge Resort, a property with a garden and a bar, is set in Church Stretton, 47 km from Telford International Centre, 9.",Marshbrook,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Apartment,,Entire Apartment
The Caradoc,"A recently renovated holiday home situated in Shrewsbury, The Caradoc features a garden.",The Old Forge Longnor,,,Shrewsbury,Shropshire,SY5 7QF,UK,,,,,SY5,Holiday home,,Entire Home
Lindens Barn,"Situated in Shrewsbury in the Shropshire region, Lindens Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,,Entire Home
